c59320_retnmdl_eda_dataset_v1.opportunity__c,c59320_retnmdl_eda_dataset_v1.ags__c,c59320_retnmdl_eda_dataset_v1.legal_account_name__c,c59320_retnmdl_eda_dataset_v1.account_name,c59320_retnmdl_eda_dataset_v1.sold,c59320_retnmdl_eda_dataset_v1.close_month,c59320_retnmdl_eda_dataset_v1.close_year,c59320_retnmdl_eda_dataset_v1.duration_yrs,c59320_retnmdl_eda_dataset_v1.market,c59320_retnmdl_eda_dataset_v1.segment_sub,c59320_retnmdl_eda_dataset_v1.fundng_ty,c59320_retnmdl_eda_dataset_v1.sic_division,c59320_retnmdl_eda_dataset_v1.dups,c59320_retnmdl_eda_dataset_v1.prebbd_re,c59320_retnmdl_eda_dataset_v1.bbd,c59320_retnmdl_eda_dataset_v1.postbbd_re,c59320_retnmdl_eda_dataset_v1.rnwl_fund
OP-1819858,607191,Original Productions LLC,NULL,Y,Jan,2017.0,4.917,California South,2-99,ASO,Services,1,NULL,NULL,NULL,NULL
OP-1819859,614749,"Orion Healthcorp, Inc.",NULL,N,Jan,2017.0,0.917,NY/NJ,100-249,ASO,Services,1,NULL,NULL,NULL,NULL
OP-1819861,607457,Orion Systems Integrators,NULL,Y,Jan,2017.0,4.833,NY/NJ,250-500,ASO,Services,1,NULL,NULL,NULL,NULL
OP-1819865,613088,Orthotic & Prosthetic Lab Inc,NULL,Y,Jan,2017.0,1.917,MidAmerica,2-99,ASO,Manufacturing,1,NULL,NULL,NULL,NULL
OP-1819868,615371,"OTECO, INC",NULL,Y,Jan,2017.0,0.917,North Texas,2-99,ASO,Manufacturing,1,NULL,NULL,NULL,NULL
OP-1819869,147510,"Otten, Johnson, Robinson, Neff & Ragonetti, P.C.",NULL,Y,Jan,2017.0,26.917,Mountain States,2-99,ASO,Services,1,NULL,NULL,NULL,NULL
OP-1819872,183329,"Otter Products, LLC",NULL,Y,Jan,2017.0,10.083,Mountain States,O500,ASO,Wholesale_Trade,1,NULL,NULL,NULL,NULL
OP-1819874,615640,"Overhead Door Company of Casper, Inc.",NULL,Y,Jan,2017.0,0.917,Mountain States,2-99,ASO,Construction,1,NULL,NULL,NULL,NULL
OP-1819875,182777,Overseas Service Corporation,NULL,Y,Jan,2017.0,10.917,Florida South,100-249,ASO,Retail_Trade,1,NULL,NULL,NULL,NULL
OP-1819876,612552,Overton Chicago Gear Corporation,NULL,Y,Jan,2017.0,1.917,Midwest,100-249,ASO,Manufacturing,1,NULL,NULL,NULL,NULL
OP-1819877,613012,"Owl, Inc.",NULL,Y,Jan,2017.0,1.917,Arizona,100-249,ASO,Services,1,NULL,NULL,NULL,NULL
OP-1819878,3336726,OWN,OWN,Y,Jan,2017.0,3.917,California South,100-249,Guaranteed Cost,Transp_Comms_Electric_Sanitary,1,0.104277888972443,-0.009301,0.0940070003271103,GC
OP-1819879,162768,"OZ Architecture, Inc.",NULL,Y,Jan,2017.0,22.417,Mountain States,100-249,ASO,Services,1,NULL,NULL,NULL,NULL
OP-1819881,181408,"P.C. Mary's, Inc.",NULL,Y,Jan,2017.0,12.917,North Texas,2-99,ASO,Wholesale_Trade,1,NULL,NULL,NULL,NULL
OP-1819882,615195,"P.J. Fitzpatrick, Inc",NULL,Y,Jan,2017.0,0.917,MD/VA/DC,100-249,ASO,Construction,1,NULL,NULL,NULL,NULL
OP-1819883,612898,Pacific Crest Building Supply,NULL,Y,Jan,2017.0,1.917,Pacific Northwest,100-249,ASO,Wholesale_Trade,1,NULL,NULL,NULL,NULL
OP-1819885,614949,"Pacific Integrated Handling, Inc.",NULL,N,Jan,2017.0,0.917,Pacific Northwest,2-99,ASO,Wholesale_Trade,1,NULL,NULL,NULL,NULL
OP-1819886,614991,Pacific Mobile Structures,NULL,Y,Jan,2017.0,0.917,Pacific Northwest,100-249,ASO,Retail_Trade,1,NULL,NULL,NULL,NULL
OP-1819887,615532,"Pacific Pile & Marine, LP",NULL,Y,Jan,2017.0,0.917,Pacific Northwest,2-99,ASO,Construction,1,NULL,NULL,NULL,NULL
OP-1819895,615097,Paine Hamblen LLP,NULL,Y,Jan,2017.0,0.917,Pacific Northwest,2-99,ASO,Services,1,NULL,NULL,NULL,NULL
OP-1819896,610676,"Paladin Consulting, Inc.",NULL,N,Jan,2017.0,2.917,Texas North,2-99,ASO,Services,1,NULL,NULL,NULL,NULL
OP-1819898,615071,"Palladium Group Holdings, LLC.","Palladium Group Holdings, LLC",Y,Jan,2017.0,0.917,MD/VA/DC,100-249,Guaranteed Cost,Services,1,0.185732669639773,-0.016242,0.166473999619484,GC
OP-1819899,610305,Palm Beach Aggregates Inc,NULL,Y,Jan,2017.0,2.917,Florida South,2-99,ASO,Manufacturing,1,NULL,NULL,NULL,NULL
OP-1819900,613008,"Spectra Organization, Inc.",NULL,Y,Jan,2017.0,1.917,Florida South,2-99,ASO,Public_Admin,1,NULL,NULL,NULL,NULL
OP-1819903,615616,"PALMETTO ENGINEERING AND CONSULTING, LLC.","Palmetto Engineering and Consulting, LLC",N,Jan,2017.0,0.917,Carolinas,100-249,Guaranteed Cost,Services,1,0.0711309840961243,-0.013735,0.0564190000295639,GC
OP-1819905,612836,"CORNERSTONE APPAREL, INC.",NULL,Y,Jan,2017.0,1.917,California South,100-249,ASO,Retail_Trade,1,NULL,NULL,NULL,NULL
OP-1819909,607253,"Parametric Solutions, Inc.",NULL,Y,Jan,2017.0,4.917,Florida South,250-500,ASO,Services,1,NULL,NULL,NULL,NULL
OP-1819912,612201,Paraquad,NULL,N,Jan,2017.0,2,MidAmerica,100-249,ASO,Services,1,NULL,NULL,NULL,NULL
OP-1819913,612233,Parchment Inc.,NULL,Y,Jan,2017.0,1.917,Arizona,100-249,ASO,Services,1,NULL,NULL,NULL,NULL
OP-1819914,610540,"Park City Group, Inc.",NULL,Y,Jan,2017.0,2.917,Mountain States,2-99,ASO,Services,1,NULL,NULL,NULL,NULL
OP-1819915,608744,"Parke Cox Trucking Co., Inc.",NULL,N,Jan,2017.0,3.917,Mountain States,2-99,ASO,Transp_Comms_Electric_Sanitary,1,NULL,NULL,NULL,NULL
OP-1819917,615250,Parkeon Inc,NULL,Y,Jan,2017.0,0.917,NY/NJ,2-99,ASO,Manufacturing,1,NULL,NULL,NULL,NULL
OP-1819918,610324,"Parkside Lending, LLC",NULL,Y,Jan,2017.0,2.917,California North,100-249,ASO,Finance_Insur_RlEstate,1,NULL,NULL,NULL,NULL
OP-1819919,610155,Parkson Corporation,NULL,Y,Jan,2017.0,2.917,Florida South,100-249,ASO,Manufacturing,1,NULL,NULL,NULL,NULL
OP-1819920,612669,"Parrish Tire Company, Inc.",NULL,N,Jan,2017.0,1.917,Carolinas,100-249,ASO,Wholesale_Trade,1,NULL,NULL,NULL,NULL
OP-1819923,612303,Pars Group LLC,NULL,Y,Jan,2017.0,1.917,Arizona,100-249,ASO,Retail_Trade,1,NULL,NULL,NULL,NULL
OP-1819926,615610,ALH Management Corp,NULL,N,Jan,2017.0,0.917,Florida South,2-99,ASO,Services,1,NULL,NULL,NULL,NULL
OP-1819928,612341,Partners Group USA Inc,Partners Group USA Inc,Y,Jan,2017.0,1.917,NY/NJ,100-249,Guaranteed Cost,Finance_Insur_RlEstate,1,0.265696598889542,-0.052645,0.199064001441002,GC
OP-1819929,610355,Parts Services Inc,NULL,Y,Jan,2017.0,2.917,Liberty Valley,2-99,ASO,Wholesale_Trade,1,NULL,NULL,NULL,NULL
OP-1819931,614553,Asian American Health Coalition of the Greater Houston Area dba HOPE Clinic,NULL,Y,Jan,2017.0,0.917,North Texas,100-249,ASO,Services,1,NULL,NULL,NULL,NULL
OP-1819932,607358,"Parts Wholesalers, Inc.",NULL,Y,Jan,2017.0,4.917,Pacific Northwest,2-99,ASO,Wholesale_Trade,1,NULL,NULL,NULL,NULL
OP-1819934,615043,"Passport Health, LLC",NULL,Y,Jan,2017.0,0.917,Arizona,2-99,ASO,Services,1,NULL,NULL,NULL,NULL
OP-1819935,605948,"Pate Construction Co., Inc.",NULL,N,Jan,2017.0,6.583,Mountain States,2-99,ASO,Construction,1,NULL,NULL,NULL,NULL
OP-1819937,612747,Pathway to Living,Pathway Senior Living,Y,Jan,2017.0,1.917,Midwest,100-249,Guaranteed Cost,Services,1,0.156832993030548,0.0,0.156832993030548,GC
OP-1819940,612949,Paton Controls Inc,Paton Controls Inc,Y,Jan,2017.0,1.917,North Texas,100-249,Guaranteed Cost,Services,1,0.0979340573612815,-0.000358,0.0975409969687462,GC
OP-1819943,3337132,"NY Hyperbaric & Wound Care Centers, LLC","NY Hyperbaric & Wound Care Centers, LLC",Y,Jan,2017.0,3.5,NY/NJ,250-500,Guaranteed Cost,Services,1,0.149493672332967,-0.096042,0.0390940010547638,GC
OP-1819944,615505,Pattillo Construction Corporation,NULL,Y,Jan,2017.0,0.917,GA/AL,2-99,ASO,Construction,1,NULL,NULL,NULL,NULL
OP-1819946,612089,Patxi's Pizza,NULL,Y,Jan,2017.0,1.917,California North,100-249,ASO,Retail_Trade,1,NULL,NULL,NULL,NULL
OP-1819949,615357,Pax World Management,Impax Asset Management LLC,Y,Jan,2017.0,0.917,New England,2-99,Guaranteed Cost,Finance_Insur_RlEstate,1,0.253502832830203,-0.080314,0.152829006314278,GC
OP-1819950,615013,"Payment Alliance International, Inc.","Payment Alliance International, Inc.",Y,Jan,2017.0,0.917,Tennessee,250-500,Guaranteed Cost,Services,1,0.0220911692561243,-0.0216,1.40000001920271e-05,GC
OP-1819951,613045,"PayReel, Inc.",NULL,Y,Jan,2017.0,1.917,Mountain States,2-99,ASO,Services,1,NULL,NULL,NULL,NULL
OP-1819980,610006,"MPEG LA, LLC",NULL,Y,Jan,2017.0,2.917,Mountain States,2-99,ASO,Finance_Insur_RlEstate,1,NULL,NULL,NULL,NULL
OP-1819981,615336,"MR Systems, Inc.",NULL,N,Jan,2017.0,0.917,Carolinas,2-99,ASO,Services,1,NULL,NULL,NULL,NULL
OP-1819982,607291,MSD Capital,NULL,Y,Jan,2017.0,4.917,NY/NJ,100-249,ASO,Finance_Insur_RlEstate,1,NULL,NULL,NULL,NULL
OP-1819983,615656,"Clearline Transportation, Inc.",NULL,Y,Jan,2017.0,0.917,Mountain States,2-99,ASO,Transp_Comms_Electric_Sanitary,1,NULL,NULL,NULL,NULL
OP-1819984,182730,Mt. Mansfield Television,NULL,Y,Jan,2017.0,10.917,New England,O500,ASO,Transp_Comms_Electric_Sanitary,1,NULL,NULL,NULL,NULL
OP-1819985,3331491,MTC Holding Corporation,MTC Holding Corporation,Y,Jan,2017.0,7.917,MidAmerica,100-249,Guaranteed Cost,Finance_Insur_RlEstate,1,0.140021994709969,0.0,0.140021994709969,GC
OP-1819987,612863,Mueller Prost PC,NULL,N,Jan,2017.0,1.917,MidAmerica,2-99,ASO,Services,1,NULL,NULL,NULL,NULL
OP-1819988,615509,Mulcare Pipeline Solutions,NULL,Y,Jan,2017.0,0.917,NY/NJ,2-99,ASO,Wholesale_Trade,1,NULL,NULL,NULL,NULL
OP-1819991,615390,Multi Skilled Employees And Employers Welfare Trust Fund,Multi Skilled Employees And Employers Welfare Trust Fund,Y,Jan,2017.0,0.917,NY/NJ,100-249,Guaranteed Cost,Finance_Insur_RlEstate,1,0.209630870793879,-0.020359,0.185003995895386,GC
OP-1819993,617909,Munck Wilson Mandala,Munck Wilson Mandala,Y,Jan,2017.0,1.917,Texas North,2-99,ASO,Services,1,0.0,0.0,0.0,GC
OP-1819994,3335538,MUNICIPAL SECURITIES RULEMAKING BOARD,MUNICIPAL SECURITIES RULEMAKING BOARD,Y,Jan,2017.0,4.917,MD/VA/DC,100-249,Guaranteed Cost,Services,1,0.0744416730576756,-0.030046,0.0421589985489845,GC
OP-1819995,615254,"Munro Holdings, Inc.",NULL,Y,Jan,2017.0,0.917,North Texas,100-249,ASO,Retail_Trade,1,NULL,NULL,NULL,NULL
OP-1819996,615126,Murex Petroleum Company,NULL,N,Jan,2017.0,0.917,Texas North,2-99,ASO,Mining,1,NULL,NULL,NULL,NULL
OP-1819997,3331250,MarineMax Services Inc.,MarineMax Services Inc.,N,Jan,2017.0,7.917,Florida Tampa/Orlando,O500,ASO,Retail_Trade,1,NULL,NULL,0.0,ASO
OP-1819999,612757,Music Choice,Music Choice,Y,Jan,2017.0,1.917,Liberty Valley,100-249,Guaranteed Cost,Wholesale_Trade,1,0.0576169407089109,-0.016626,0.0400330014526844,GC
OP-1820002,3212072,Mutual Insurance Company of Arizona,Mutual Insurance Company of Arizona,Y,Jan,2017.0,16.167,California North,100-249,Guaranteed Cost,Finance_Insur_RlEstate,1,0.0473530890082703,-0.000382,0.0469530001282692,GC
OP-1820003,607386,MV Management XI,NULL,Y,Jan,2017.0,4.917,California North,2-99,ASO,Finance_Insur_RlEstate,1,NULL,NULL,NULL,NULL
OP-1820004,614747,Myron Corporation,Myron Holding Inc.,Y,Jan,2017.0,0.917,NY/NJ,100-249,Guaranteed Cost,Wholesale_Trade,1,0.278523660945928,-0.135621,0.10512900352478,GC
OP-1820005,615174,National Association of Federal Credit Unions,NULL,Y,Jan,2017.0,0.917,MD/VA/DC,2-99,ASO,Services,1,NULL,NULL,NULL,NULL
OP-1820006,612723,"NAI Avant, LLC",NULL,Y,Jan,2017.0,1.917,Carolinas,2-99,ASO,Finance_Insur_RlEstate,1,NULL,NULL,NULL,NULL
OP-1820007,614909,"Namely, Inc.",NULL,Y,Jan,2017.0,0.917,NY/NJ,250-500,ASO,Wholesale_Trade,1,NULL,NULL,NULL,NULL
OP-1820008,607299,Nanophase Technologies Corporation,NULL,N,Jan,2017.0,4.917,Midwest,2-99,ASO,Manufacturing,1,NULL,NULL,NULL,NULL
OP-1820009,615297,Nashville Area Chamber of Commerce,NULL,Y,Jan,2017.0,0.917,Tennessee,2-99,ASO,Services,1,NULL,NULL,NULL,NULL
OP-1820012,606317,"National Cardiovascular Partners, LLC - Laurus Healthcare Management Company",NULL,Y,Jan,2017.0,5.667,Mountain States,250-500,ASO,Finance_Insur_RlEstate,1,NULL,NULL,NULL,NULL
OP-1820013,3338622,National Community Pharmacists Association,National Community Pharmacists Association,N,Jan,2017.0,1.917,MD/VA/DC,2-99,Guaranteed Cost,Services,1,0.383255988359451,0.0,0.383255988359451,GC
OP-1820014,612673,UnidosUS,UnidosUS,Y,Jan,2017.0,1.917,MD/VA/DC,100-249,Guaranteed Cost,Finance_Insur_RlEstate,1,0.0743620321716547,-0.023386,0.0492370016872883,GC
OP-1820015,3338677,National Default Servicing Corp.,National Default Servicing Corporation,Y,Jan,2017.0,1.917,Arizona,2-99,Guaranteed Cost,Finance_Insur_RlEstate,1,0.0492733955070708,0.000682,0.0499889999628067,GC
OP-1820016,607107,"National Ecological Observatory Network, Inc.","National Ecological Observatory Network, Inc.",N,Jan,2017.0,4.917,Mountain States,250-500,Guaranteed Cost,Manufacturing,1,-4.8999998398358e-05,0.0,-4.8999998398358e-05,GC
OP-1820017,3338603,National Institutes of Health Federal Credit Union,National Institutes of Health Federal Credit Union,N,Jan,2017.0,1.917,MD/VA/DC,100-249,Guaranteed Cost,Finance_Insur_RlEstate,1,0.456640005111694,0.0,0.456640005111694,GC
OP-1820019,615036,National Renal Care,NULL,Y,Jan,2017.0,0.917,California South,100-249,ASO,Services,1,NULL,NULL,NULL,NULL
OP-1820020,612349,"National Retail Properties, Inc.","National Retail Properties, Inc.",Y,Jan,2017.0,1.917,Florida Tampa/Orlando,2-99,Guaranteed Cost,Finance_Insur_RlEstate,1,0.118260382691749,-0.023071,0.092460997402668,GC
OP-1820021,605154,National Rifle Assn of America,National Rifle Association of America,Y,Jan,2017.0,8.917,GA/AL,O500,ASO,Services,1,NULL,NULL,0.0615102149761499,DASO
OP-1820024,615402,"National Switchgear Systems, Inc.",NULL,N,Jan,2017.0,0.917,Texas North,2-99,ASO,Wholesale_Trade,1,NULL,NULL,NULL,NULL
OP-1820025,3334319,National Urban League,National Urban League,Y,Jan,2017.0,5.917,NY/NJ,100-249,Guaranteed Cost,Services,1,0.0400139987468719,0.0,0.0400139987468719,GC
OP-1820026,3332734,Nat Sherman Inc,"Sherman's 1400 Broadway N.Y.C., LLC",Y,Jan,2017.0,6.917,NY/NJ,100-249,Guaranteed Cost,Wholesale_Trade,1,0.0934423101002633,-0.012289,0.0800049975514412,GC
OP-1820027,181453,"Navajo Manufacturing Co., Inc.",NULL,Y,Jan,2017.0,12.917,Mountain States,2-99,ASO,Wholesale_Trade,1,NULL,NULL,NULL,NULL
OP-1820029,615597,Navigate Corporation,NULL,Y,Jan,2017.0,0.917,NY/NJ,2-99,ASO,Services,1,NULL,NULL,NULL,NULL
OP-1820030,614887,Naylor & Breen Builders,NULL,N,Jan,2017.0,0.917,New England,2-99,ASO,Construction,1,NULL,NULL,NULL,NULL
OP-1820031,606305,Nazarene Bible College,NULL,Y,Jan,2017.0,5.917,Mountain States,2-99,ASO,Services,1,NULL,NULL,NULL,NULL
OP-1820032,3215760,NCQA,NCQA,Y,Jan,2017.0,13.917,MD/VA/DC,100-249,Guaranteed Cost,Services,1,0.0335579998791218,0.0,0.0335579998791218,GC
OP-1820033,614573,"NDT Global, LLC",NULL,Y,Jan,2017.0,0.917,North Texas,2-99,ASO,Services,1,NULL,NULL,NULL,NULL
OP-1820034,615625,Nebraska Warehouses Company,NULL,N,Jan,2017.0,0.917,MidAmerica,2-99,ASO,Transp_Comms_Electric_Sanitary,1,NULL,NULL,NULL,NULL
OP-1820037,615476,National Electrical Manufacturers Association (NEMA),NULL,Y,Jan,2017.0,0.917,MD/VA/DC,2-99,ASO,Services,1,NULL,NULL,NULL,NULL
OP-1820040,612462,"Neora, LLC",NULL,Y,Jan,2017.0,1.917,Texas North,100-249,ASO,Manufacturing,1,NULL,NULL,NULL,NULL
OP-1820042,610611,Neumayer Equipment Company,NULL,Y,Jan,2017.0,2.917,MidAmerica,2-99,ASO,Wholesale_Trade,1,NULL,NULL,NULL,NULL
OP-1820044,615008,"Nevada Railroad Materials, Inc.",NULL,Y,Jan,2017.0,0.917,Mountain States,2-99,ASO,Wholesale_Trade,1,NULL,NULL,NULL,NULL
OP-1820045,608569,Nevro Corp,NULL,Y,Jan,2017.0,3.917,California North,O500,ASO,Manufacturing,1,NULL,NULL,NULL,NULL
OP-1820046,614940,"NewBay Media, LLC",NULL,Y,Jan,2017.0,0.917,NY/NJ,100-249,ASO,Manufacturing,1,NULL,NULL,NULL,NULL
OP-1820048,3332666,New England Air Systems,New England Air Systems,Y,Jan,2017.0,7.917,New England,100-249,Guaranteed Cost,Construction,1,0.199635079429611,0.01116,0.213023006916046,GC
OP-1820050,612951,New England Small Tube Corporation,NULL,Y,Jan,2017.0,1.917,New England,2-99,ASO,Manufacturing,1,NULL,NULL,NULL,NULL
OP-1820051,615632,"New England Tree Experts, Inc",NULL,Y,Jan,2017.0,0.917,New England,2-99,ASO,Ag_Forestry_Fishing,1,NULL,NULL,NULL,NULL
OP-1820052,610442,New Leaders for New Schools,NULL,Y,Jan,2017.0,2.917,NY/NJ,100-249,ASO,Services,1,NULL,NULL,NULL,NULL
OP-1820053,3337678,Newmeyer & Dillon,Newmeyer & Dillion,Y,Jan,2017.0,2.917,California South,100-249,Guaranteed Cost,Services,1,0.063692350787415,-0.049776,0.0107460003346205,GC
OP-1820055,612738,Newport Orthopedic Institute,NULL,Y,Jan,2017.0,1.917,Pacific Northwest,100-249,ASO,Services,1,NULL,NULL,NULL,NULL
OP-1820057,612277,"Newspapers of New England, Inc.",NULL,Y,Jan,2017.0,1.917,New England,100-249,ASO,Manufacturing,1,NULL,NULL,NULL,NULL
OP-1820058,607717,New Talco Enterprises,NULL,N,Jan,2017.0,4.667,California South,250-500,ASO,Services,1,NULL,NULL,NULL,NULL
OP-1820059,615221,NewTek Business Services Inc.,Newtek Business Services Corp.,Y,Jan,2017.0,0.917,NY/NJ,O500,Guaranteed Cost,Services,1,0.0503774873593579,-0.000367,0.049991998821497,GC
OP-1820060,607622,Newton Running Company,NULL,Y,Jan,2017.0,4.75,Mountain States,2-99,ASO,Wholesale_Trade,1,NULL,NULL,NULL,NULL
OP-1820067,613090,New York Congregational Nursing Center,New York Congregational Nursing Center,Y,Jan,2017.0,1.917,NY/NJ,2-99,Guaranteed Cost,Services,1,-0.0403276810654889,0.125108,0.0797350034117699,GC
OP-1820070,3330251,New York Public Radio,New York Public Radio,Y,Jan,2017.0,8.917,NY/NJ,250-500,Guaranteed Cost,Transp_Comms_Electric_Sanitary,1,0.084291171194715,-0.011142,0.0722099989652634,GC
OP-1820073,612290,"Nexterus, Inc.",NULL,Y,Jan,2017.0,1.917,MD/VA/DC,2-99,ASO,Transp_Comms_Electric_Sanitary,1,NULL,NULL,NULL,NULL
OP-1820074,608584,Davidson Gebhart Auto Group,NULL,N,Jan,2017.0,3.917,Mountain States,2-99,ASO,Retail_Trade,1,NULL,NULL,NULL,NULL
OP-1820075,612104,Nikkei Concerns,NULL,Y,Jan,2017.0,1.917,Pacific Northwest,100-249,ASO,Services,1,NULL,NULL,NULL,NULL
OP-1820079,606975,Nisivoccia & Company LLP,Nisivoccia & Company LLP,Y,Jan,2017.0,5.167,NY/NJ,2-99,Guaranteed Cost,Services,1,0.0897687010014137,-0.03717,0.049261998385191,GC
OP-1820080,615186,Nixon Power Services LLC,Nixon Power Services Company LLC,Y,Jan,2017.0,0.917,Tennessee,100-249,Guaranteed Cost,Wholesale_Trade,1,0.0697984910481977,-0.012056,0.0569010004401207,GC
OP-1820081,3335537,Noble Americas Resources Corp,COFCO Americas Resources Corp.,Y,Jan,2017.0,4.917,Connecticut,2-99,Guaranteed Cost,Finance_Insur_RlEstate,1,-7.00000009601354e-06,0.0,-7.00000009601354e-06,GC
OP-1820166,608608,"Modular Mining Systems, Inc","Modular Mining Systems, Inc",Y,Jan,2017.0,3.917,Arizona,250-500,Guaranteed Cost,Manufacturing,1,-0.0109107549062261,0.000939,-0.00998200010508299,GC
OP-1820177,3338462,PADI Worldwide Corp.,PADI Worldwide Corp.,N,Jan,2017.0,1.917,California South,100-249,Guaranteed Cost,Retail_Trade,1,0.259700957070399,-0.007701,0.25,GC
OP-1820377,609524,Georgia Public Broadcasting,Georgia Public Broadcasting,Y,Jan,2017.0,3.083,GA/AL,100-249,Guaranteed Cost,Transp_Comms_Electric_Sanitary,1,0.15860154481479,-0.011712,0.145032003521919,GC
OP-1820392,609735,"Valet Waste, LLC","Valet Living, LLC",Y,Jan,2017.0,2.917,Florida Tampa/Orlando,250-500,Guaranteed Cost,Transp_Comms_Electric_Sanitary,1,0.20133478681545,-0.196577,-0.0348200015723705,GC
OP-1820686,615304,Colonial Care Group,Colonial Care Group,N,Jan,2017.0,0.917,Pacific Northwest,100-249,ASO,Services,1,NULL,NULL,0.111938916879372,DASO
OP-1820700,614770,Nintex USA LLC,NULL,Y,Jan,2017.0,0.917,Pacific Northwest,100-249,ASO,Retail_Trade,1,NULL,NULL,NULL,NULL
OP-1820728,3338639,Bank of Hope,Bank of Hope,Y,Jan,2017.0,1.917,NY/NJ,O500,ASO,Finance_Insur_RlEstate,1,NULL,NULL,0.546516266666984,ASO
OP-1820754,3213104,"F. A. Bartlett Tree Expert Co., The","F. A. Bartlett Tree Expert Co., The",Y,Jan,2017.0,22.417,Connecticut,O500,ASO,Ag_Forestry_Fishing,1,NULL,NULL,0.0441497545878027,ASO
OP-1820766,615173,"Network Support Company, LLC","Network Support Company, LLC",Y,Jan,2017.0,0.917,Connecticut,2-99,Guaranteed Cost,Services,1,0.100371233774429,-0.000351,0.0999850034713745,GC
OP-1820767,181328,"BMC Group, Inc. (Bankruptcy Management Corporation)",NULL,Y,Jan,2017.0,13,North Texas,2-99,ASO,Services,1,NULL,NULL,NULL,NULL
OP-1820779,3326940,Fuji Electric Corp. of America,Fuji Electric Corp. of America,Y,Jan,2017.0,10.917,NY/NJ,250-500,Shared Returns,Wholesale_Trade,1,-0.094966,0.0,-0.094966,SR
OP-1820782,3210476,"Hunter Douglas, Inc.","Hunter Douglas, Inc.",Y,Jan,2017.0,22.417,Connecticut,O500,ASO,Manufacturing,1,NULL,NULL,-0.165729504885311,ASO
OP-1820792,612481,"SH Group, Inc.","SH Group Operations, L.L.C.",Y,Jan,2017.0,1.917,NY/NJ,O500,Guaranteed Cost,Services,1,-0.0672045038852145,-0.021762,-0.0875039994716644,GC
OP-1820801,3335293,Harris County Hospital District,Harris County Hospital District,Y,Mar,2017.0,4.75,North Texas,O500,ASO,Services,1,NULL,NULL,-0.110593492786439,ASO
OP-1820839,358397,"Nelson Infrastructure Services, LLC.",NULL,N,Jan,2017.0,12.583,Mountain States,100-249,ASO,Construction,1,NULL,NULL,NULL,NULL
OP-1820901,3203448,"Affinion Group Holdings, Inc.",Affinion,Y,Jan,2017.0,14.917,NY/NJ,O500,ASO,Services,1,NULL,NULL,0.0604919237176769,ASO
OP-1820920,3335320,"Interior Logic Group, Inc.","Interior Specialists, Inc",Y,Jan,2017.0,4.917,California South,O500,Guaranteed Cost,Retail_Trade,1,-0.0143999997526407,0.0,-0.0143999997526407,GC
OP-1821036,605727,RTD-Regional Transportation District,RTD-Regional Transportation District,Y,Jan,2017.0,6.917,Mountain States,O500,ASO,Transp_Comms_Electric_Sanitary,1,NULL,NULL,0.069617406012219,DASO
OP-1821037,358019,Harman Management Corporation,Harman Management Corporation,Y,Jan,2017.0,13.5,Mountain States,O500,ASO,Services,1,NULL,NULL,0.0323890930066486,DASO
OP-1821040,615087,"Noffsinger Manufacturing, Inc.",NULL,Y,Jan,2017.0,0.917,Mountain States,2-99,ASO,Manufacturing,1,NULL,NULL,NULL,NULL
OP-1821041,614649,"Nokia USA, Inc.",NULL,N,Jan,2017.0,0.917,Texas North,100-249,ASO,Wholesale_Trade,1,NULL,NULL,NULL,NULL
OP-1821042,3335488,"Nora Systems, Inc.","Nora Systems, Inc.",Y,Jan,2017.0,4.917,New England,100-249,Guaranteed Cost,Manufacturing,1,0.160907052843224,-0.011131,0.147984996438026,GC
OP-1821043,607809,Normandy Real Estate,NULL,Y,Jan,2017.0,4.583,NY/NJ,100-249,ASO,Finance_Insur_RlEstate,1,NULL,NULL,NULL,NULL
OP-1821044,608684,Norman Equipment,NULL,Y,Jan,2017.0,3.917,Midwest,2-99,ASO,Wholesale_Trade,1,NULL,NULL,NULL,NULL
OP-1821045,615135,"Norris, McLaughlin and Marcus PA","Norris, McLaughlin and Marcus PA",Y,Jan,2017.0,0.917,NY/NJ,100-249,Guaranteed Cost,Services,1,0.0900299996137619,0.0,0.0900299996137619,GC
OP-1821047,612929,"Norris Precision Manufacturing, Inc.",NULL,N,Jan,2017.0,1.917,Florida Tampa/Orlando,2-99,ASO,Manufacturing,1,NULL,NULL,NULL,NULL
OP-1821049,612733,Nortech Waste LLC,NULL,Y,Jan,2017.0,1.917,California North,100-249,ASO,Transp_Comms_Electric_Sanitary,1,NULL,NULL,NULL,NULL
OP-1821053,607646,North American Electric Reliability Corporation,North American Electric Reliability Corporation,Y,Jan,2017.0,4.667,GA/AL,100-249,Guaranteed Cost,Transp_Comms_Electric_Sanitary,1,0.0252187503662258,-0.000228,0.0249850004911423,GC
OP-1821054,612631,North Atlanta Surgical Associates,NULL,Y,Jan,2017.0,1.917,GA/AL,2-99,ASO,Services,1,NULL,NULL,NULL,NULL
OP-1821055,149122,North Bay Ford-Lincoln Mercury,NULL,Y,Jan,2017.0,32.25,California North,2-99,ASO,Retail_Trade,1,NULL,NULL,NULL,NULL
OP-1821057,606050,North Big Horn Hospital District,NULL,N,Jan,2017.0,6.25,Pacific Northwest,100-249,ASO,Services,1,NULL,NULL,NULL,NULL
